#adder	scaler
0.96522343344624	0.099005277580757
1.5695331361663	-1.7307353000351
#zeta	theta
0.94984505660871	-0.13233462835971
-0.94640973252294	0.99540645865555
-0.26086045642726	-0.32119306226555
0.56055791010546	-0.00045267537241848
-0.28988550164063	-0.00113501338352
-0.18989332877837	-0.087817454858684
0.071589388753625	0.014710720411241
-0.083042289635628	-0.00027718241029846
