1	81.448391
2	81.090017
3	79.33282
4	77.8617
5	75.076031
6	74.630837
7	73.615337
8	72.639546
9	71.260119
10	71.040184
11	70.774868
12	69.752179
13	68.123527
14	68.070446
15	66.653436
16	65.9483
17	65.187194
18	64.687485
19	63.302087
20	61.791768
21	59.45935
22	58.521532
23	57.229063
24	56.053408
25	55.578134
26	55.28301
27	54.927428
28	54.761879
29	54.243201
30	52.208474
31	50.311084
32	49.402168
33	49.06648
34	48.850978
35	46.661497
36	45.074712
37	44.95324
38	44.203297
39	43.038917
40	42.806172
41	42.085636
42	41.466973
43	41.396031
44	41.342568
45	41.321616
46	41.201357
47	40.906008
48	40.82189
49	40.716849
50	39.220665
51	37.650722
52	37.25218
53	36.448263
54	35.263121
55	34.635846
56	34.471094
57	34.215341
58	33.997846
59	33.660648
60	33.152252
61	32.206795
62	31.517682
63	30.510164
64	30.165505
65	29.734122
66	29.566384
67	29.327141
68	28.967162
69	28.888742
70	28.135968
71	27.647615
72	27.339533
73	27.002169
74	26.783891
75	25.934221
76	25.216235
77	25.085658
78	24.898177
79	24.721793
80	24.685484
81	24.283515
82	24.09309
83	23.715569
84	23.528812
85	23.343293
86	23.197423
87	23.010274
88	22.693727
89	22.638512
90	22.050656
91	21.72674
92	21.324746
93	20.910581
94	20.637282
95	20.614086
96	20.456067
97	20.436552
98	20.417295
99	20.366911
100	20.206754
101	20.010263
102	19.875509
103	19.558391
104	19.506729
105	19.309503
106	19.257911
107	18.942486
108	18.770723
109	18.758874
110	18.530924
111	18.511893
112	18.426359
113	18.13204
114	18.027483
115	17.858395
116	17.755961
117	17.408373
118	17.382054
119	17.303923
120	17.241341
121	16.672655
122	16.647589
123	16.455434
124	16.327207
125	16.282563
126	16.131827
127	15.690037
128	15.658383
129	15.604035
130	15.531094
131	15.477112
132	15.338062
133	15.308308
134	15.055922
135	14.977607
136	14.856059
137	14.630261
138	14.417873
139	14.25841
140	14.120199
141	14.032012
142	13.739002
143	13.68332
144	13.664206
145	13.59516
146	13.527539
147	13.476117
148	13.420941
149	13.403406
150	13.359238
151	13.229891
152	13.006709
153	12.794529
154	12.6641
155	12.649932
156	12.453555
157	12.362784
158	12.129718
159	12.096814
160	11.845482
161	11.823094
162	11.614749
163	11.537052
164	11.385812
165	11.106095
166	11.057878
167	10.985076
168	10.726275
169	10.614624
170	10.568857
171	10.432319
172	10.302824
173	10.225244
174	10.180456
175	10.167648
176	10.071926
177	10.060886
178	9.8882265
179	9.8734045
180	9.8508836
181	9.8332555
182	9.8312759
183	9.6185196
184	9.5678065
185	9.5340418
186	9.4135579
187	9.4047656
188	9.3860539
189	9.2139506
190	9.206904
191	9.0061555
192	8.8484012
193	8.7638557
194	8.7341952
195	8.6923411
196	8.6231856
197	8.6150967
198	8.5438078
199	8.4434989
200	8.3755128
201	8.3553047
202	8.3389983
203	8.2398866
204	8.1990572
205	8.1635474
206	8.1155069
207	7.9310728
208	7.8601085
209	7.729559
210	7.7278672
211	7.7010651
212	7.5718011
213	7.5631565
214	7.5182591
215	7.501218
216	7.4031087
217	7.3583699
218	7.3310956
219	7.3046928
220	7.2205239
221	7.0953884
222	6.9579934
223	6.9218706
224	6.901463
225	6.9001062
226	6.8180917
227	6.8076203
228	6.7635262
229	6.7244027
230	6.6743912
231	6.6611063
232	6.6346719
233	6.5477796
234	6.5253927
235	6.5102574
236	6.4660932
237	6.4645811
238	6.3953733
239	6.3340138
240	6.3129731
241	6.3039087
242	6.2656741
243	6.2174607
244	6.163836
245	6.0742241
246	6.0194228
247	5.96114
248	5.9539882
249	5.949559
250	5.9031352
251	5.8763099
252	5.8336586
253	5.8244854
254	5.7972732
255	5.7565126
256	5.7504955
257	5.7452393
258	5.7241649
259	5.7136016
260	5.7028285
261	5.673419
262	5.6467343
263	5.6068107
264	5.5761313
265	5.5653666
266	5.555052
267	5.5485486
268	5.5433977
269	5.5228455
270	5.4809177
271	5.4804888
272	5.4541506
273	5.4385453
274	5.4241558
275	5.4057628
276	5.3934032
277	5.3810867
278	5.3600988
279	5.3577887
280	5.3566938
281	5.2971625
282	5.2751609
283	5.2384604
284	5.2365394
285	5.2264016
286	5.2236973
287	5.2226463
288	5.2175042
289	5.2032463
290	5.1926036
291	5.1747353
292	5.1710177
293	5.1441933
294	5.130198
295	5.1290478
296	5.1090899
297	5.0956421
298	5.0845369
299	5.0829932
300	5.0780686
301	5.0636278
302	5.0363114
303	5.0239514
304	5.0214404
305	5.021016
306	5.0146924
307	5.0076937
308	5.0067424
309	5.0066449
310	5.0011988
311	4.9918378
312	4.984178
313	4.9700006
314	4.9699807
315	4.9600716
316	4.9567439
317	4.9536217
318	4.9530622
319	4.9499673
320	4.9482939
321	4.9460329
322	4.9457892
323	4.9432192
324	4.9407994
325	4.940023
326	4.9377356
327	4.9361655
328	4.9361434
329	4.9337342
330	4.9293349
331	4.9286812
332	4.9273099
333	4.9252869
334	4.9241986
335	4.9218109
336	4.9108024
337	4.9090269
338	4.9084866
339	4.9080929
340	4.9074057
341	4.9052132
342	4.9014188
343	4.8972971
344	4.8953553
345	4.8932034
346	4.8914362
347	4.8897042
348	4.8890087
349	4.888023
350	4.8861185
351	4.8834001
352	4.8819428
353	4.8812056
354	4.8783736
355	4.8772292
356	4.8760973
357	4.873164
358	4.8701093
359	4.8699014
360	4.8697024
361	4.8686311
362	4.8659963
363	4.8654208
364	4.86414
365	4.8607979
366	4.8598957
367	4.8590401
368	4.8574937
369	4.8542057
370	4.8514932
371	4.8490555
372	4.8489042
373	4.8487117
374	4.8481819
375	4.8471434
376	4.84575
377	4.844296
378	4.8443419
379	4.8440685
380	4.8437041
381	4.8427796
382	4.8427541
383	4.8426323
384	4.8412311
385	4.840544
386	4.839755
387	4.8392586
388	4.8383459
389	4.8376477
390	4.8358687
391	4.8350967
392	4.8352186
393	4.8350662
394	4.8351153
395	4.8346515
396	4.8343574
397	4.8342747
398	4.8336956
399	4.8322226
400	4.8317276
401	4.8318173
402	4.8294823
403	4.8274311
404	4.8258403
405	4.8253996
406	4.8249381
407	4.8235846
408	4.8229936
409	4.8223501
410	4.8211583
411	4.819728
412	4.8190732
413	4.8173342
414	4.8159565
415	4.8150231
416	4.812939
417	4.8125755
418	4.8124875
419	4.8112528
420	4.8088723
421	4.8080285
422	4.8070517
423	4.8070626
424	4.8058702
425	4.801794
426	4.8014025
427	4.8017621
428	4.8007846
429	4.8006154
430	4.7981568
431	4.7971557
432	4.7971113
433	4.7955877
434	4.7954922
435	4.7945799
436	4.7942713
437	4.7933341
438	4.7925077
439	4.7920158
440	4.7919685
441	4.7916011
442	4.7902009
443	4.7891553
444	4.7880931
445	4.7876003
446	4.7862921
447	4.7852625
448	4.7852434
449	4.7838337
450	4.7834802
451	4.7820973
452	4.7813634
453	4.7811818
454	4.7801765
455	4.7785477
456	4.7782027
457	4.7775586
458	4.7774149
459	4.7773122
460	4.7770601
461	4.7761723
462	4.7757804
463	4.774705
464	4.7738237
465	4.773274
466	4.7728455
467	4.7729125
468	4.7727194
469	4.7726888
470	4.7724753
471	4.7721293
472	4.7718023
473	4.7713741
474	4.7712288
475	4.7699799
476	4.7689744
477	4.7690134
478	4.7674761
479	4.7666565
480	4.7659454
481	4.7649126
482	4.7648317
483	4.764817
484	4.7636132
