#adder	scaler
1.059650452497	0.10854653206525
1.5921278418941	-1.855607080716
#zeta	theta
-0.6655850087111	-0.099141119522455
-0.95322280136409	0.93253271178917
-0.11795550696703	-0.30512622800213
-0.49905276241374	0.013109983766796
0.21204336641155	-0.0068931548303953
-0.083199070984422	-0.08601927523297
0.036259708284915	0.015354034366859
0.064672671222788	-0.0016142768787772
